DGM_NM,gid
학교,다사525497
학교,다사526497
"유석초,마포중,고교",다사428514
"유석초,마포중,고교",다사430514
"유석초,마포중,고교",다사429511
"유석초,마포중,고교",다사429512
"유석초,마포중,고교",다사427512
"유석초,마포중,고교",다사428511
"유석초,마포중,고교",다사428513
"유석초,마포중,고교",다사427513
"유석초,마포중,고교",다사429513
"유석초,마포중,고교",다사429514
"유석초,마포중,고교",다사428512
학교,다사495435
학교,다사495436
학교,다사496436
학교,다사496435
학교,다사582593
학교,다사583594
학교,다사582591
학교,다사582592
학교,다사582594
학교,다사583592
학교,다사583593
학교,다사583591
신자초등학교,다사625479
신자초등학교,다사624479
상계초등학교,다사617622
상계초등학교,다사616622
상계초등학교,다사616623
상계초등학교,다사617623
영동초등학교,다사475475
영동초등학교,다사476476
영동초등학교,다사475477
영동초등학교,다사476477
영동초등학교,다사475476
영동초등학교,다사476475
초등학교(국민학교),다사485554
초등학교(국민학교),다사487554
초등학교(국민학교),다사485555
초등학교(국민학교),다사487555
초등학교(국민학교),다사486554
초등학교(국민학교),다사486555
박석초등학교,다사496587
박석초등학교,다사494586
박석초등학교,다사495586
박석초등학교,다사495587
양전초교,다사619434
양전초교,다사619436
양전초교,다사620435
양전초교,다사619435
양전초교,다사620436
양전초교,다사618435
학교,다사608521
학교,다사607521
학교,다사608522
학교,다사607523
학교,다사606521
학교,다사606522
학교,다사607522
고려대 사범대학 부속 중고등학교),다사561565
고려대 사범대학 부속 중고등학교),다사558568
고려대 사범대학 부속 중고등학교),다사558569
고려대 사범대학 부속 중고등학교),다사561568
고려대 사범대학 부속 중고등학교),다사561566
고려대 사범대학 부속 중고등학교),다사560568
고려대 사범대학 부속 중고등학교),다사561567
고려대 사범대학 부속 중고등학교),다사560569
고려대 사범대학 부속 중고등학교),다사559569
고려대 사범대학 부속 중고등학교),다사560567
고려대 사범대학 부속 중고등학교),다사560566
고려대 사범대학 부속 중고등학교),다사559568
고려대 사범대학 부속 중고등학교),다사559567
학교,다사557511
학교,다사558513
학교,다사558512
학교,다사556511
학교,다사557512
학교,다사559513
학교,다사556513
학교,다사558511
학교,다사559511
학교,다사560511
학교,다사556512
학교,다사557513
학교,다사556510
학교,다사557510
학교,다사561511
학교,다사559509
학교,다사559508
학교,다사561510
학교,다사558510
학교,다사560510
학교,다사560508
학교,다사559510
학교,다사557509
학교,다사561509
학교,다사558508
학교,다사560509
학교,다사557508
학교,다사558509
청소년수련시설 기타,다사486529
청소년수련시설 기타,다사486530
초등학교,다사400517
초등학교,다사401516
초등학교,다사401517
초등학교,다사400516
도서관,다사513559
"-",다사612542
"-",다사613543
"-",다사613542
"-",다사612541
"-",다사614542
"-",다사612543
학교,다사401523
학교,다사400523
학교,다사401522
학교,다사400522
용마초등학교,다사631509
용마초등학교,다사631510
용마초등학교,다사633510
용마초등학교,다사632509
용마초등학교,다사632510
용마초등학교,다사633509
용마초등학교,다사632511
초등학교(국민학교),다사645415
초등학교(국민학교),다사646414
초등학교(국민학교),다사646415
초등학교(국민학교),다사645414
묘곡초등학교,다사694511
묘곡초등학교,다사693509
묘곡초등학교,다사693511
묘곡초등학교,다사694510
묘곡초등학교,다사694509
묘곡초등학교,다사693510
"자양중,고교,동자초등학교",다사623486
"자양중,고교,동자초등학교",다사622486
"자양중,고교,동자초등학교",다사623484
"자양중,고교,동자초등학교",다사622483
"자양중,고교,동자초등학교",다사621485
"자양중,고교,동자초등학교",다사621484
"자양중,고교,동자초등학교",다사624485
"자양중,고교,동자초등학교",다사623485
"자양중,고교,동자초등학교",다사622484
"자양중,고교,동자초등학교",다사624484
"자양중,고교,동자초등학교",다사622485
학교,다사568421
학교,다사566422
학교,다사567422
학교,다사565420
학교,다사566421
학교,다사566420
학교,다사567421
학교,다사567420
학교,다사517511
학교,다사519512
학교,다사518511
학교,다사518514
학교,다사519514
학교,다사517514
학교,다사517513
학교,다사519513
학교,다사517512
학교,다사518513
학교,다사518512
학교,다사524517
학교,다사525517
학교,다사525518
학교,다사523518
학교,다사525519
학교,다사524519
학교,다사524518
학교,다사489593
학교,다사488594
학교,다사488593
학교,다사489595
학교,다사489594
학교,다사485589
학교,다사485590
학교,다사486590
학교,다사486589
학교,다사485591
학교,다사486591
도서관,다사630613
도서관,다사630612
도서관,다사629612
도서관,다사629613
연구시설,다사597409
연구시설,다사598408
연구시설,다사596408
연구시설,다사596407
연구시설,다사597408
연구시설,다사598407
연구시설,다사597407
연구시설,다사598405
연구시설,다사597406
연구시설,다사598407
연구시설,다사598406
연구시설,다사597407
연구시설,다사426522
연구시설,다사427522
연구시설,다사582411
연구시설,다사581414
연구시설,다사581411
연구시설,다사581412
연구시설,다사580412
연구시설,다사582412
연구시설,다사583413
연구시설,다사582413
연구시설,다사582414
연구시설,다사580413
연구시설,다사581413
중학교,다사399512
중학교,다사399511
중학교,다사400512
중학교,다사400511
유치원(유아원),다사397524
초등학교,다사400517
초등학교,다사401516
초등학교,다사401517
초등학교,다사400516
초등학교,다사402511
초등학교,다사401512
초등학교,다사402512
초등학교,다사401510
초등학교,다사401511
청사 기타,다사400515
청사 기타,다사400516
도 서 관,다사481390
도 서 관,다사482390
도 서 관,다사481391
도 서 관,다사482391
사회복지시설,다사462447
사회복지시설,다사462449
사회복지시설,다사462448
학교,다사475404
학교,다사476405
학교,다사474405
학교,다사476404
학교,다사474404
학교,다사475405
학교,다사482586
학교,다사481587
학교,다사481586
학교,다사482587
잠일초등학교,다사629463
잠일초등학교,다사630461
잠일초등학교,다사629461
잠일초등학교,다사629462
잠일초등학교,다사630462
신대림초등학교,다사474437
신대림초등학교,다사474438
신대림초등학교,다사475437
신대림초등학교,다사475438
사회복지시설,다사609603
사회복지시설,다사610604
사회복지시설,다사609604
사회복지시설,다사608603
사회복지시설,다사610603
사회복지시설,다사610605
사회복지시설,다사608604
"초(국),중학교",다사443507
"초(국),중학교",다사445507
"초(국),중학교",다사444506
"초(국),중학교",다사445508
"초(국),중학교",다사443508
"초(국),중학교",다사444507
"초(국),중학교",다사444508
사회복지시설,다사599562
사회복지시설,다사611640
사회복지시설,다사611639
사회복지시설,다사525492
사회복지시설,다사512507
사회복지시설,다사512506
사회복지시설,다사513506
사회복지시설,다사513507
사회복지시설,다사467469
다니엘학교,다사639401
다니엘학교,다사638401
다니엘학교,다사638402
다니엘학교,다사639402
사회복지시설,다사575596
사회복지시설,다사575597
사회복지시설,다사441443
사회복지시설,다사441442
사회복지시설,다사492592
사회복지시설,다사491592
사회복지시설,다사575407
사회복지시설,다사576407
연구시설,다사587403
연구시설,다사587402
사회복지시설,다사543417
사회복지시설,다사543418
사회복지시설,다사543419
사회복지시설,다사544418
사회복지시설,다사544417
사회복지시설,다사544419
경로복지관,다사648542
경로복지관,다사648543
노유자시설,다사525502
노유자시설,다사525502
노유자시설,다사524502
노유자시설,다사525502
노유자시설,다사525502
노유자시설,다사524502
사회복지시설,다사619525
유치원(유아원),다사688428
유치원(유아원),다사688429
