gid,ADM_DR_NM
다사659572,신내1동
다사652553,망우본동
다사621544,휘경2동
다사662575,신내1동
다사619554,이문1동
다사644525,중곡4동
다사659553,망우본동
다사656569,신내1동
다사619551,휘경1동
다사639571,신내2동
다사620550,휘경1동
다사643526,면목7동
다사653545,망우3동
다사650537,면목3·8동
다사621562,이문2동
다사627537,면목5동
다사634566,중화1동
다사620573,묵2동
다사634565,중화1동
다사638576,묵1동
다사619552,이문1동
다사642568,신내2동
다사632569,묵1동
다사655553,망우본동
다사635570,신내2동
다사656580,신내1동
다사659574,신내1동
다사647539,면목3·8동
다사646536,면목3·8동
다사657563,망우본동
다사626535,면목5동
다사631567,묵1동
다사629534,면목5동
다사651572,신내1동
다사639567,신내2동
다사648532,면목7동
다사656546,망우3동
다사621566,묵2동
다사640565,신내2동
다사627533,면목5동
다사653539,면목3·8동
다사655579,신내1동
다사660555,망우본동
다사650539,면목3·8동
다사631566,묵1동
다사652546,망우3동
다사622567,묵2동
다사638563,상봉1동
다사620553,중화2동
다사625535,장안2동
다사645526,중곡4동
다사661575,신내1동
다사660565,망우본동
다사659560,망우본동
다사652578,신내1동
다사637563,상봉1동
다사633570,묵1동
다사632571,묵1동
다사645571,신내1동
다사639529,면목4동
다사663565,망우본동
다사661552,망우본동
다사636579,묵1동
다사654553,망우본동
다사659550,망우본동
다사620552,중화2동
다사660550,망우본동
다사647533,면목7동
다사620548,휘경1동
다사645530,면목7동
다사633562,중화1동
다사649567,신내1동
다사656555,망우본동
다사657569,신내1동
다사653578,신내1동
다사622542,휘경2동
다사649540,면목3·8동
다사658561,망우본동
다사662565,망우본동
다사639576,신내1동
다사653566,망우본동
다사642525,면목7동
다사646579,신내1동
다사656575,신내1동
다사643574,신내1동
다사637573,묵1동
다사661550,망우본동
다사639578,신내1동
다사649578,신내1동
다사639525,면목4동
다사660553,망우본동
다사660570,신내1동
다사646538,면목3·8동
다사661565,망우본동
다사635563,상봉1동
다사643576,신내1동
다사648537,면목3·8동
다사650551,망우3동
다사626536,면목5동
다사651567,망우본동
다사650574,신내1동
다사652539,면목3·8동
다사638530,면목4동
다사644574,신내1동
다사622575,묵2동
다사639566,신내2동
다사648533,면목7동
다사621569,묵2동
다사654539,면목3·8동
다사653574,신내1동
다사628577,묵1동
다사647578,신내1동
다사655566,망우본동
다사655570,신내1동
다사660577,신내1동
다사622559,이문2동
다사659576,신내1동
다사626526,장안2동
다사652579,신내1동
다사626533,장안2동
다사622569,묵2동
다사651570,신내1동
다사645578,신내1동
다사662572,신내1동
다사655564,망우본동
다사635579,묵1동
다사654570,신내1동
다사656561,망우본동
다사640568,신내2동
다사651550,망우3동
다사655546,망우3동
다사654554,망우본동
다사645575,신내1동
다사661566,신내1동
다사623537,휘경2동
다사645542,면목3·8동
다사627526,장안2동
다사657549,망우본동
다사662564,망우본동
다사658554,망우본동
다사644531,면목7동
다사649535,면목3·8동
다사658549,망우본동
다사662571,신내1동
다사639569,신내2동
다사660549,망우본동
다사638524,면목4동
다사655552,망우본동
다사637562,상봉1동
다사622564,중화2동
다사623542,면목2동
다사634562,중화1동
다사623540,면목2동
다사654543,망우3동
다사651577,신내1동
다사652549,망우3동
다사621570,묵2동
다사649533,면목7동
다사645531,면목7동
다사650547,망우3동
다사621572,묵2동
다사654572,신내1동
다사645529,면목7동
다사639561,상봉1동
다사646528,면목7동
다사653564,망우본동
다사658564,망우본동
다사660558,망우본동
다사628534,면목5동
다사650540,면목3·8동
다사625536,휘경2동
다사638523,중곡4동
다사655550,망우3동
다사653537,면목3·8동
다사658556,망우본동
다사647532,면목7동
다사620555,이문1동
다사633565,중화1동
다사637527,면목4동
다사653538,면목3·8동
다사621568,묵2동
다사653579,신내1동
다사658575,신내1동
다사660564,망우본동
다사648538,면목3·8동
다사651549,망우3동
다사632565,중화1동
다사651546,망우3동
다사641575,신내1동
다사638564,상봉1동
다사657557,망우본동
다사638565,상봉1동
다사648578,신내1동
다사621556,이문2동
다사641569,신내2동
다사655577,신내1동
다사642563,신내1동
다사643540,면목3·8동
다사649570,망우본동
다사645532,면목7동
다사661573,신내1동
다사632562,중화1동
다사632570,묵1동
다사656578,신내1동
다사652545,망우3동
다사647535,면목7동
다사652552,망우본동
다사636568,신내2동
다사652547,망우3동
다사640527,면목4동
다사636572,신내2동
다사636577,묵1동
다사639570,신내2동
다사662569,신내1동
다사643531,면목7동
다사660574,신내1동
다사657546,망우3동
다사658576,신내1동
다사646534,면목7동
다사658574,신내1동
다사657554,망우본동
다사630578,묵1동
다사636578,묵1동
다사646541,면목3·8동
다사633564,중화1동
다사634527,면목4동
다사636564,상봉1동
다사650571,신내1동
다사655544,망우3동
다사651553,망우본동
다사655561,망우본동
다사656565,망우본동
다사660576,신내1동
다사622563,중화2동
다사626532,장안2동
다사657577,신내1동
다사635561,상봉1동
다사651544,망우3동
다사661553,망우본동
다사633576,묵1동
다사659549,망우본동
다사655547,망우3동
다사635564,상봉1동
다사638566,상봉1동
다사654569,신내1동
다사649565,신내1동
다사652544,망우3동
다사651541,면목3·8동
다사661571,신내1동
다사652567,망우본동
다사653563,망우본동
다사661549,망우본동
다사642531,면목7동
다사655571,신내1동
다사662563,망우본동
다사649538,면목3·8동
다사647530,면목7동
다사649551,망우3동
다사637555,상봉1동
다사637525,면목4동
다사656556,망우본동
다사659551,망우본동
다사657565,망우본동
다사660575,신내1동
다사645537,면목3·8동
다사656562,망우본동
다사653540,면목3·8동
다사628532,면목5동
다사656570,신내1동
다사620547,휘경2동
다사637524,면목4동
다사646537,면목3·8동
다사622556,이문2동
다사644528,면목7동
다사636567,신내2동
다사624575,묵2동
다사651561,망우본동
다사640524,중곡4동
다사655567,망우본동
다사649541,면목3·8동
다사656557,망우본동
다사646533,면목7동
다사653542,면목3·8동
다사649575,신내1동
다사627577,묵1동
다사655556,망우본동
다사635578,묵1동
다사655545,망우3동
다사637565,상봉1동
다사649532,면목7동
다사657555,망우본동
다사638570,신내2동
다사653572,신내1동
다사660571,신내1동
다사653547,망우3동
다사659559,망우본동
다사636526,면목4동
다사636531,면목4동
다사647531,면목7동
다사622573,묵2동
다사620574,묵2동
다사653554,망우본동
다사644573,신내1동
다사657562,망우본동
다사622560,이문2동
다사656568,망우본동
다사660566,망우본동
다사654541,면목3·8동
다사645576,신내1동
다사648535,면목3·8동
다사650579,신내1동
다사640553,상봉2동
다사660563,망우본동
다사661567,신내1동
다사658563,망우본동
다사626534,장안2동
다사645541,면목3·8동
다사661570,신내1동
다사634571,묵1동
다사650573,신내1동
다사645567,신내1동
다사653567,망우본동
다사646572,신내1동
다사651551,망우3동
다사654540,면목3·8동
다사622565,중화2동
다사637523,중곡4동
다사651539,면목3·8동
다사654538,면목3·8동
다사635571,신내2동
다사648565,신내1동
다사659566,망우본동
다사639530,면목7동
다사640526,면목4동
다사650538,면목3·8동
다사653541,면목3·8동
다사650560,망우본동
다사650545,망우3동
다사651552,망우본동
다사650568,망우본동
다사631569,묵1동
다사621546,면목2동
다사639524,면목4동
다사637577,묵1동
다사637569,신내2동
다사632572,묵1동
다사661562,망우본동
다사634570,묵1동
다사662570,신내1동
다사644575,신내1동
다사647534,면목7동
다사635573,묵1동
다사651563,망우본동
다사632567,묵1동
다사647528,면목7동
다사653549,망우3동
다사655543,망우3동
다사656560,망우본동
다사644571,신내1동
다사654567,망우본동
다사639528,면목4동
다사637578,묵1동
다사658560,망우본동
다사651538,면목3·8동
다사647536,면목3·8동
다사638528,면목4동
다사640577,신내1동
다사640567,신내2동
다사640525,면목4동
다사642528,면목7동
다사648567,신내1동
다사650565,신내1동
다사646527,중곡4동
다사658572,신내1동
다사641524,중곡4동
다사637579,묵1동
다사637566,상봉1동
다사660572,신내1동
다사653551,망우3동
다사658571,신내1동
다사658557,망우본동
다사659561,망우본동
다사657578,신내1동
다사638527,면목4동
다사642577,신내1동
다사640529,면목7동
다사621561,이문2동
다사638526,면목4동
다사649573,신내1동
다사634567,묵1동
다사641531,면목7동
다사656571,신내1동
다사661551,망우본동
다사622574,묵2동
다사656547,망우3동
다사641557,상봉1동
다사641528,면목7동
다사627534,면목5동
다사644537,면목3·8동
다사633568,묵1동
다사657568,신내1동
다사638577,묵1동
다사622539,휘경2동
다사648534,면목7동
다사644570,신내1동
다사620546,휘경2동
다사637561,상봉1동
다사643529,면목7동
다사659567,신내1동
다사644532,면목7동
다사661563,망우본동
다사643578,신내1동
다사657556,망우본동
다사628531,면목4동
다사622561,이문2동
다사633571,묵1동
다사654550,망우3동
다사659552,망우본동
다사637571,신내2동
다사651540,면목3·8동
다사654549,망우3동
다사623560,중화2동
다사650535,면목3·8동
다사647541,면목3·8동
다사624539,면목5동
다사652573,신내1동
다사641577,신내1동
다사658558,망우본동
다사638567,신내2동
다사641530,면목7동
다사647527,중곡4동
다사658550,망우본동
다사632568,묵1동
다사655568,망우본동
다사633563,중화1동
다사631565,묵1동
다사643524,중곡4동
다사646530,면목7동
다사646577,신내1동
다사652566,망우본동
다사659575,신내1동
다사640562,상봉1동
다사623559,중화2동
다사651578,신내1동
다사648530,면목7동
다사625576,묵1동
다사652551,망우3동
다사654577,신내1동
다사623541,면목2동
다사626537,면목5동
다사639568,신내2동
다사662568,신내1동
다사650552,망우본동
다사622540,휘경2동
다사652550,망우3동
다사657576,신내1동
다사660557,망우본동
다사644540,면목3·8동
다사651543,망우3동
다사656554,망우본동
다사638571,신내2동
다사657561,망우본동
다사625539,면목5동
다사641576,신내1동
다사650541,면목3·8동
다사621555,이문1동
다사648531,면목7동
다사642526,면목7동
다사643528,면목7동
다사641527,면목7동
다사645538,면목3·8동
다사660552,망우본동
다사648541,면목3·8동
다사633569,묵1동
다사624538,면목5동
다사640576,신내1동
다사645533,면목7동
다사660578,신내1동
다사628537,면목5동
다사654555,망우본동
다사645539,면목3·8동
다사655578,신내1동
다사646539,면목3·8동
다사654545,망우3동
다사622541,휘경2동
다사646535,면목7동
다사653569,망우본동
다사637572,신내2동
다사652538,면목3·8동
다사655548,망우3동
다사632537,면목5동
다사637564,상봉1동
다사629533,면목5동
다사635569,신내2동
다사654552,망우본동
다사658577,신내1동
다사656545,망우3동
다사654547,망우3동
다사659570,신내1동
